Red Tide Sighting No.,Date of Report,Date of Dissipation,Group,Species,Location,Latitude,Longitude,Coordinate System
2000S0023,2000-05-03,2000-05-08,Dinoflagellates,Prorocentrum sigmoides,O Pui Tong,22.5459569920849,114.296661451196,WGS84
2000S0024,2000-05-03,2000-05-12,Dinoflagellates,Prorocentrum minimum,Tolo Harbour near Tai Po Industrial Estate,22.4470709512679,114.187571170773,WGS84
2000S0024,2000-05-03,2000-05-12,Dinoflagellates,Prorocentrum triestinum,Tolo Harbour near Tai Po Industrial Estate,22.4470709512679,114.187571170773,WGS84
2000S0025,2000-05-04,2000-05-12,Dinoflagellates,Ceratium furca,Tolo Channel near Lo Fu Wat,22.4659845675103,114.275143346233,WGS84
2000S0026,2000-06-13,2000-06-15,Dinoflagellates,Prorocentrum dentatum,Sha Tin Hoi,22.4330807276281,114.2076499536,WGS84
2000S0027,2000-06-16,2000-06-17,Dinoflagellates,Prorocentrum dentatum,Yim Tin Tsai Fish Culture Zone,22.4524608162265,114.206799509959,WGS84
2000S0028,2000-06-26,2000-06-27,Others,Undetermined sp.,Three Fathoms Cove (Kei Ling Ha Hoi),22.439271196144,114.270963521283,WGS84
2000S0029,2000-07-04,2000-07-05,Dinoflagellates,Gonyaulax polygramma,Inner Port Shelter near Yeung Chau,22.3837963521663,114.281075264637,WGS84
2000S0030,2000-08-18,2000-08-19,Others,Hermesinum adriaticum,Kat O Fisheries Research Station,22.5364129806668,114.302839847888,WGS84
2000S0031,2000-09-23,2000-09-25,Dinoflagellates,Scrippsiella trochoidea,"Tai Long Wan, Sai Kung",22.4179826596933,114.389081403369,WGS84
2000S0032,2000-09-24,2000-09-25,Dinoflagellates,Scrippsiella trochoidea,"Big Wave Bay, Hong Kong Island",22.2437876160592,114.25157836313,WGS84
2000S0034,2000-09-25,2000-09-26,Others,Haematococcus pluvialis,Tolo Harbour near Sam Mun Tsai,22.4655288485723,114.210534346409,WGS84
2000S0033,2000-09-25,2000-09-29,Dinoflagellates,Scrippsiella trochoidea,"Shek O Beach, Hong Kong Island",22.2283464814196,114.251747823819,WGS84
2000S0035,2000-09-25,2000-09-26,Others,Haematococcus pluvialis,Yim Tin Tsai East Fish Culture Zone,22.4536294219927,114.221346962218,WGS84
2000S0036,2000-09-29,2000-09-30,Dinoflagellates,Scrippsiella trochoidea,"Stanley Main Beach, Hong Kong Island",22.221109189438,114.214561152538,WGS84
2000S0037,2000-09-29,2000-10-06,Dinoflagellates,Scrippsiella trochoidea,Tolo Channel near Lo Fu Wat,22.4639036269446,114.271483729275,WGS84
2000S0038,2000-09-29,2000-10-01,Dinoflagellates,Scrippsiella trochoidea,Port Shelter near The Hong Kong University of Science and Technology,22.3352925553976,114.273061683833,WGS84
2000S0040,2000-09-30,2000-10-17,Dinoflagellates,Scrippsiella trochoidea,O Pui Tong near Yeung Chau,22.5415870784071,114.304278364259,WGS84
2000S0041,2000-10-01,2000-10-03,Dinoflagellates,Scrippsiella trochoidea,Kat O Fisheries Research Station,22.5362730937996,114.302490686954,WGS84
2000S0042,2000-10-03,2000-10-08,Dinoflagellates,Scrippsiella trochoidea,Kat O Fisheries Research Station,22.5362010921961,114.303013526099,WGS84
2000S0043,2000-10-04,2000-10-11,Dinoflagellates,Scrippsiella trochoidea,Long Harbour near Nam Fung Wan,22.4584656655087,114.342400040939,WGS84
2000S0044,2000-10-08,2000-10-17,Dinoflagellates,Scrippsiella trochoidea,Kat O Fisheries Research Station,22.5362206994304,114.302514261669,WGS84
2000S0045,2000-10-12,2000-10-13,Dinoflagellates,Scrippsiella trochoidea,Starling Inlet (Sha Tau Kok Hoi),22.5462572019644,114.238858516777,WGS84
2000S0046,2000-10-17,2000-10-18,Dinoflagellates,Scrippsiella trochoidea,Tolo Harbour near Tai Po Industrial Estate,22.4509817862917,114.183117991415,WGS84
2000S0047,2000-10-18,2000-10-19,Others,Plagioselmis prolonga,Shing Mun River,22.3855247004283,114.197150784039,WGS84
2000S0048,2000-11-01,2000-11-12,Others,Plagioselmis prolonga,Shing Mun River,22.3844842090174,114.196149511861,WGS84
2000S0048,2000-11-01,2000-11-12,Dinoflagellates,Protoperidinium quinquecorne,Shing Mun River,22.3844842090174,114.196149511861,WGS84
2000S0048,2000-11-01,2000-11-12,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River,22.3844842090174,114.196149511861,WGS84
2000S0049,2000-11-06,2000-11-07,Dinoflagellates,Scrippsiella trochoidea,Yim Tin Tsai Fish Culture Zone,22.4524653862345,114.207753961746,WGS84
2000S0050,2000-11-15,2000-11-28,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River ,22.3892634474254,114.200631816928,WGS84
2000S0051,2000-11-17,2000-12-02,Dinoflagellates,Scrippsiella trochoidea,Ma Liu Shui Pier,22.4197943406432,114.216522551046,WGS84
2000S0052,2000-11-19,2000-12-02,Dinoflagellates,Scrippsiella trochoidea,Yim Tin Tsai Fish Culture Zone,22.4539715710823,114.204852361979,WGS84
2000S0053,2000-11-27,2000-11-28,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3228303818305,114.272294791111,WGS84
2000S0054,2000-11-30,2000-12-05,Others,Mesodinium rubrum,Port Shelter near Silverstrand Beach,22.326764686276,114.281066970422,WGS84
2000S0055,2000-12-01,2000-12-05,Others,Mesodinium rubrum,Port Shelter near Sheung Sze Wan,22.307895372688,114.291891771623,WGS84
2000S0056,2000-12-17,2000-12-20,Others,Trichodesmium spp.,Kat O Fisheries Research Station,22.5360923541743,114.302591417981,WGS84
2000S0056,2000-12-17,2000-12-20,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5360923541743,114.302591417981,WGS84
2000S0057,2000-12-27,2001-01-16,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5359119273682,114.303134221981,WGS84
2000S0058,2000-12-28,2000-12-29,Dinoflagellates,Noctiluca scintillans,Long Harbour (Tai Tan Hoi),22.4531948232777,114.347920026179,WGS84
2001S0001,2001-01-01,2001-01-04,Dinoflagellates,Noctiluca scintillans,"Hoi Ha Wan, Sai Kung",22.4674737414873,114.332963657235,WGS84
2001S0002,2001-01-02,2001-01-04,Dinoflagellates,Noctiluca scintillans,Kat O Fish Culture Zone,22.5501765378236,114.289101859907,WGS84
2001S0003,2001-01-02,2001-01-04,Dinoflagellates,Noctiluca scintillans,Tai Tau Chau Fish Culture Zone,22.3691225154505,114.323137168198,WGS84
2001S0004,2001-01-03,2001-01-05,Dinoflagellates,Noctiluca scintillans,Tolo Channel near Pak Sha Tau,22.451196032343,114.252631171149,WGS84
2001S0006,2001-01-04,2001-01-05,Dinoflagellates,Noctiluca scintillans,"San Shek Wan, Lantau Island",22.2827009779905,113.891689075567,WGS84
2001S0005,2001-01-04,2001-01-05,Dinoflagellates,Noctiluca scintillans,"Clear Water Bay Second Beach, Sai Kung",22.2877913021271,114.288517999132,WGS84
2001S0007,2001-01-05,2001-01-10,Dinoflagellates,Noctiluca scintillans,Inner Port Shelter (Sai Kung Hoi),22.3640064536641,114.275813536625,WGS84
2001S0015,2001-01-07,2001-01-16,Dinoflagellates,Noctiluca scintillans,"Lai Chi Wo, Crooked Harbour (Kat O Hoi) ",22.5281208987866,114.263689787229,WGS84
2001S0008,2001-01-07,2001-01-11,Dinoflagellates,Noctiluca scintillans,O Pui Tong,22.5468511826772,114.298408683283,WGS84
2001S0016,2001-01-07,2001-01-16,Dinoflagellates,Noctiluca scintillans,"Ap Chau, Crooked Harbour (Kat O Hoi)",22.5502491427817,114.269978255737,WGS84
2001S0014,2001-01-07,2001-01-08,Dinoflagellates,Noctiluca scintillans,Tung Ping Chau,22.5421238655906,114.436841457297,WGS84
2001S0010,2001-01-07,2001-01-08,Dinoflagellates,Noctiluca scintillans,"Repulse Bay, Hong Kong Island",22.2354972201666,114.193912504896,WGS84
2001S0009,2001-01-07,2001-01-08,Dinoflagellates,Noctiluca scintillans,"Chung Hom Kok, Hong Kong Island",22.2167249499585,114.19788918018,WGS84
2001S0011,2001-01-07,2001-01-10,Dinoflagellates,Noctiluca scintillans,"Port Shelter (Ngau Mei Hoi), Sai Kung",22.3679052708884,114.279308054134,WGS84
2001S0012,2001-01-07,2001-01-10,Dinoflagellates,Noctiluca scintillans,"Tai Tau Chau, Sai Kung",22.3678785072986,114.320444653174,WGS84
2001S0013,2001-01-07,2001-01-08,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Wan, Hong Kong Island",22.2317626942041,114.223246763004,WGS84
2001S0017,2001-01-17,2001-01-21,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River,22.3866926892493,114.198410587527,WGS84
2001S0019,2001-01-19,2001-01-21,Dinoflagellates,Noctiluca scintillans,Crooked Harbour (Kat O Hoi),22.5486136909801,114.283481137217,WGS84
2001S0018,2001-01-19,2001-01-20,Diatom,Chaetoceros socialis,Deep Water Bay near Ocean Park,22.2327173591155,114.174929530692,WGS84
2001S0020,2001-03-01,2001-03-07,Others,Heterosigma akashiwo,Starling Inlet (Sha Tau Kok Hoi),22.5510259180974,114.241554210317,WGS84
2001S0021,2001-03-07,2001-03-12,Dinoflagellates,Akashiwo sanguinea,Ha Pak Nai to Black Point,22.4288810690418,113.929960015983,WGS84
2001S0022,2001-03-21,2001-03-24,Diatom,Skeletonema costatum,Ma Wan Tung Wan to Ma Wan Fish Culture Zone,22.3497385625105,114.05334917965,WGS84
2001S0023,2001-03-22,2001-03-27,Dinoflagellates,Gonyaulax polygramma,O Pui Tong,22.5441778312401,114.297754849146,WGS84
2001S0024,2001-03-25,2001-03-26,Dinoflagellates,Gonyaulax polygramma,Long Harbour,22.4623254616196,114.348466741156,WGS84
2001S0026,2001-04-02,2001-04-04,Diatom,Thalassiosira spp.,Sha Tin Hoi,22.4153269708319,114.219698512461,WGS84
2001S0026,2001-04-02,2001-04-04,Dinoflagellates,Scrippsiella trochoidea,Sha Tin Hoi,22.4153269708319,114.219698512461,WGS84
2001S0026,2001-04-02,2001-04-04,Diatom,Skeletonema costatum,Sha Tin Hoi,22.4153269708319,114.219698512461,WGS84
2001S0025,2001-04-02,2001-04-06,Others,Mesodinium rubrum,Lantau Island near Cheung Sha Wan,22.241068712726,114.021729602399,WGS84
2001S0027,2001-04-03,2001-04-04,Dinoflagellates,Scrippsiella trochoidea,Plover Cove (Shuen Wan Hoi) near Sha Lan,22.4612794525255,114.210007693274,WGS84
2001S0028,2001-04-07,2001-04-10,Dinoflagellates,Scrippsiella trochoidea,Tolo Harbour,22.4510727073273,114.200077056901,WGS84
2001S0029,2001-04-14,2001-04-21,Others,Dictyocha octonaria,Kat O and O Pui Tong Fish Culture Zones,22.5434135974019,114.28335144253,WGS84
2001S0029,2001-04-14,2001-04-21,Others,Chattonella marina,Kat O and O Pui Tong Fish Culture Zones,22.5434135974019,114.28335144253,WGS84
2001S0029,2001-04-14,2001-04-21,Others,Chattonella ovata,Kat O and O Pui Tong Fish Culture Zones,22.5434135974019,114.28335144253,WGS84
2001S0032,2001-04-21,2001-04-27,Others,Dictyocha octonaria,Deep water Bay near Ocean Park,22.2312496558865,114.174323491669,WGS84
2001S0032,2001-04-21,2001-04-27,Others,Chattonella ovata,Deep water Bay near Ocean Park,22.2312496558865,114.174323491669,WGS84
2001S0032,2001-04-21,2001-04-27,Others,Chattonella marina,Deep water Bay near Ocean Park,22.2312496558865,114.174323491669,WGS84
2001S0030,2001-04-21,2001-04-27,Others,Dictyocha octonaria,Kau Sai Fish Culture Zone,22.3416949626482,114.317307461304,WGS84
2001S0030,2001-04-21,2001-04-27,Others,Chattonella ovata,Kau Sai Fish Culture Zone,22.3416949626482,114.317307461304,WGS84
2001S0031,2001-04-21,2001-04-27,Others,Chattonella ovata,Rocky Harbour near Kau Sai,22.3443716802361,114.331976157991,WGS84
2001S0031,2001-04-21,2001-04-27,Others,Dictyocha octonaria,Rocky Harbour near Kau Sai,22.3443716802361,114.331976157991,WGS84
2001S0033,2001-04-23,2001-04-27,Others,Chattonella ovata,Pier at The Hong Kong University of Science and Technology,22.3386672634913,114.268475905722,WGS84
2001S0033,2001-04-23,2001-04-27,Others,Chattonella marina,Pier at The Hong Kong University of Science and Technology,22.3386672634913,114.268475905722,WGS84
2001S0034,2001-04-25,2001-04-27,Others,Chattonella ovata,"Silverstrand Beach, Sai Kung",22.3232592531483,114.27284537736,WGS84
2001S0034,2001-04-25,2001-04-27,Others,Dictyocha octonaria,"Silverstrand Beach, Sai Kung",22.3232592531483,114.27284537736,WGS84
2001S0035,2001-04-25,2001-04-27,Dinoflagellates,Scrippsiella trochoidea,Yim Tin Tsai and Yung Shue Au Fish Culture Zones,22.4249228107315,114.279210132117,WGS84
2001S0036,2001-04-30,2001-05-01,Diatom,Skeletonema costatum,Tuen Mun near Tai Lam Kok,22.3527688565995,114.025626054779,WGS84
2001S0037,2001-05-07,2001-05-15,Dinoflagellates,Prorocentrum dentatum,Shuen Wan Typhoon Shelter,22.4553384338121,114.211768450018,WGS84
2001S0038,2001-05-14,2001-05-15,Dinoflagellates,Noctiluca scintillans,"Hung Shing Yeh Beach, Lamma Island",22.218472183637,114.11939742765,WGS84
2001S0039,2001-05-14,2001-05-15,Dinoflagellates,Noctiluca scintillans,Deep Water Bay near Ocean Park,22.2424614716516,114.18018951486,WGS84
2001S0040,2001-05-16,2001-05-17,Diatom,Skeletonema costatum,Ma Wan Fish Culture Zone and Sunny Bay,22.3463370227851,114.036186761461,WGS84
2001S0041,2001-05-22,2001-05-23,Dinoflagellates,Noctiluca scintillans,"Turtle Cove Beach, Hong Kong Island",22.2328063646314,114.223458197947,WGS84
2001S0042,2001-05-26,2001-05-29,Diatom,Chaetoceros sp.0105,Sha Tin Hoi near Water Sport Centre,22.41941943801,114.216641573279,WGS84
2001S0042,2001-05-26,2001-05-29,Diatom,Skeletonema costatum,Sha Tin Hoi near Water Sport Centre,22.41941943801,114.216641573279,WGS84
2001S0043,2001-05-28,2001-05-30,Diatom,Leptocylindrus danicus,Starling Inlet (Sha Tau Kok Hoi),22.5405199930471,114.233026933972,WGS84
2001S0044,2001-06-01,2001-06-02,Diatom,Thalassiosira nordenskioeldii,Starling Inlet (Sha Tau Kok Hoi),22.5412789372199,114.234361931729,WGS84
2001S0044,2001-06-01,2001-06-02,Diatom,Skeletonema costatum,Starling Inlet (Sha Tau Kok Hoi),22.5412789372199,114.234361931729,WGS84
2001S0046,2001-06-15,2001-06-20,Diatom,Chaetoceros sp.0105,Sha Tin Hoi near Sam Mun Tsai,22.4557205276283,114.201452438748,WGS84
2001S0045,2001-06-18,2001-06-21,Diatom,Thalassiosira nordenskioeldii,Victoria Harbour,22.3002100000968,114.209023300416,WGS84
2001S0045,2001-06-18,2001-06-21,Diatom,Skeletonema costatum,Victoria Harbour,22.3002100000968,114.209023300416,WGS84
2001S0047,2001-06-21,2001-06-23,Diatom,Thalassiosira nordenskioeldii,Lamma Island (South),22.1683966698886,114.112012598123,WGS84
2001S0047,2001-06-21,2001-06-23,Diatom,Skeletonema costatum,Lamma Island (South),22.1683966698886,114.112012598123,WGS84
2001S0048,2001-06-22,2001-06-23,Diatom,Thalassiosira nordenskioeldii,Lantau Island (South),22.1656882294434,113.964259215929,WGS84
2001S0048,2001-06-22,2001-06-23,Diatom,Skeletonema costatum,Lantau Island (South),22.1656882294434,113.964259215929,WGS84
2001S0049,2001-07-17,2001-07-18,Dinoflagellates,Karenia mikimotoi,Kat O Fisheries Research Station,22.5364464457779,114.303025929505,WGS84
2001S0050,2001-09-03,2001-09-04,Dinoflagellates,Scrippsiella trochoidea,Shuen Wan Typhoon Shelter,22.4564325576282,114.210601545187,WGS84
2001S0051,2001-09-10,2001-09-15,Dinoflagellates,Prorocentrum minimum,Plover Cove (Shuen Wan Hoi),22.4620037597732,114.214978921797,WGS84
2001S0051,2001-09-10,2001-09-15,Dinoflagellates,Scrippsiella trochoidea,Plover Cove (Shuen Wan Hoi),22.4620037597732,114.214978921797,WGS84
2001S0052,2001-09-14,2001-09-18,Dinoflagellates,Prorocentrum minimum,Yim Tin Tsai Fish Culture Zone,22.4528972465839,114.203298087521,WGS84
2001S0052,2001-09-14,2001-09-18,Dinoflagellates,Scrippsiella trochoidea,Yim Tin Tsai Fish Culture Zone,22.4528972465839,114.203298087521,WGS84
2001S0053,2001-10-15,2001-10-16,Others,Teleaulax acuta,Shing Mun River,22.3823101638956,114.194079203173,WGS84
2001S0054,2001-10-24,2001-11-02,Diatom,Thalassiosira pseudonana,Starling Inlet (Sha Tau Kok Hoi),22.5377415303599,114.226304017693,WGS84
2001S0054,2001-10-24,2001-11-02,Diatom,Chaetoceros tenuissimus,Starling Inlet (Sha Tau Kok Hoi),22.5377415303599,114.226304017693,WGS84
2001S0054,2001-10-24,2001-11-02,Diatom,Skeletonema costatum,Starling Inlet (Sha Tau Kok Hoi),22.5377415303599,114.226304017693,WGS84
2001S0055,2001-11-19,2001-12-15,Dinoflagellates,Prorocentrum triestinum,Shing Mun River,22.384073895041,114.19594813819,WGS84
2001S0055,2001-11-19,2001-12-15,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.384073895041,114.19594813819,WGS84
2001S0055,2001-11-19,2001-12-15,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River,22.384073895041,114.19594813819,WGS84
2001S0056,2001-11-21,2001-12-15,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.3856781312185,114.197347668507,WGS84
2001S0056,2001-11-21,2001-12-15,Dinoflagellates,Prorocentrum triestinum,Shing Mun River,22.3856781312185,114.197347668507,WGS84
2001S0056,2001-11-21,2001-12-15,Dinoflagellates,Scrippsiella trochoidea,Shing Mun River,22.3856781312185,114.197347668507,WGS84
2001S0057,2001-11-23,2001-11-26,Others,Mesodinium rubrum,Eastern waters of Hong Kong,22.2420205320396,114.38210899485,WGS84
2001S0058,2001-11-23,2001-11-26,Others,Mesodinium rubrum,"Deep Water Bay, Hong Kong Island",22.2397818435325,114.178329733837,WGS84
2001S0059,2001-11-28,2001-12-15,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.3869715634509,114.198525157944,WGS84
2002S0001,2002-01-09,2002-01-10,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5362723879443,114.302988918873,WGS84
2002S0002,2002-01-12,2002-01-14,Others,Mesodinium rubrum,North of Ma Wan to Tuen Mun,22.3504901584157,114.017188859194,WGS84
2002S0004,2002-01-13,2002-01-16,Others,Mesodinium rubrum,The Brothers,22.3397962558194,113.958602516502,WGS84
2002S0006,2002-01-13,2002-01-16,Dinoflagellates,Noctiluca scintillans,"Lai Chi Wo, Crooked Harbour (Kat O Hoi)",22.5266576633315,114.265170121956,WGS84
2002S0003,2002-01-13,2002-01-16,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3229401669897,114.272156028242,WGS84
2002S0005,2002-01-14,2002-01-17,Others,Mesodinium rubrum,Lamma Island (North),22.2422964665287,114.110733768067,WGS84
2002S0009,2002-01-15,2002-01-18,Diatom,Thalassiosira weissflogii,"Sheung Pak Nai, Yuen Long",22.4512127443122,113.951932643963,WGS84
2002S0007,2002-01-15,2002-01-16,Dinoflagellates,Noctiluca scintillans,Crescent bay (Ngo Mei Wan),22.5340505563897,114.317311245853,WGS84
2002S0008,2002-01-15,2002-01-17,Others,Mesodinium rubrum,South west of Hei Ling Chau,22.2427124215641,114.025130743095,WGS84
2002S0010,2002-01-16,2002-01-18,Dinoflagellates,Noctiluca scintillans,"Silverstrand Beach, Sai Kung",22.3227691330466,114.272223816591,WGS84
2002S0011,2002-02-18,2002-03-05,Dinoflagellates,Prorocentrum minimum,Shing Mun River ,22.3809001035912,114.192737211728,WGS84
2002S0012,2002-02-21,2002-03-05,Dinoflagellates,Prorocentrum minimum,Shing Mun River,22.3908034112684,114.202240973753,WGS84
2002S0013,2002-02-26,2002-03-02,Diatom,Eucampia zodiacus,East Lamma Channel,22.2302578273043,114.139359926606,WGS84
2002S0014,2002-03-11,2002-03-14,Others,Mesodinium rubrum,Deep Bay,22.4475709782932,113.939124414956,WGS84
2002S0015,2002-03-21,2002-03-24,Dinoflagellates,Noctiluca scintillans,Kat O Fisheries Research Station,22.5361904039796,114.302628135633,WGS84
2002S0016,2002-04-04,2002-04-09,Dinoflagellates,Heterocapsa circularisquama,Tolo Harbour,22.4510085000384,114.200270017294,WGS84
2002S0017,2002-04-06,2002-04-07,Others,Mesodinium rubrum,"Hung Shing Yeh Beach, Lamma Island",22.2184494716728,114.11957755711,WGS84
2002S0018,2002-04-22,2002-04-24,Dinoflagellates,Noctiluca scintillans,Deep Water Bay near Ocean Park,22.2368360471118,114.175804740677,WGS84
2002S0019,2002-04-23,2002-04-24,Dinoflagellates,Noctiluca scintillans,"Kwun Yam Wan Beach, Cheung Chau",22.2076091230882,114.03477289671,WGS84
2002S0020,2002-04-23,2002-04-24,Dinoflagellates,Noctiluca scintillans,"Stanley Main Beach, Hong Kong Island",22.2210053314224,114.215008111587,WGS84
2002S0021,2002-04-24,2002-04-25,Dinoflagellates,Noctiluca scintillans,"Hung Shing Yeh Beach, Lamma Island",22.2184720672599,114.119656808219,WGS84
2002S0022,2002-04-24,2002-04-25,Dinoflagellates,Noctiluca scintillans,"Lo So Shing Beach, Lamma Island",22.2044925892852,114.122016516168,WGS84
2002S0023,2002-04-29,2002-04-30,Dinoflagellates,Noctiluca scintillans,"Silver Mine Bay Beach, Lantau Island",22.270358868882,114.001308169604,WGS84
2002S0024,2002-06-01,2002-06-08,Dinoflagellates,Gyrodinium instriatum,Tuen Mun to Lantau Island East,22.3460782997354,114.0141220977,WGS84
2002S0025,2002-06-01,2002-06-08,Dinoflagellates,Gyrodinium instriatum,Beaches at Tuen Mun,22.3709944741758,113.978601860824,WGS84
2002S0026,2002-06-24,2002-06-27,Diatom,Skeletonema costatum,Northeast of Lantau Island,22.3033982022522,114.035850127891,WGS84
